trial,lag,T1_pos,T2_pos,thisN,thisTrialN,thisRepN,T1_target,T2_target,textbox1.text,textbox2.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,trial.stopped,rsvp.started,stream_text.started,rsvp.stopped,trials.T1_target,trials.T2_target,response.started,text.started,textbox1.started,textbox2.started,text.stopped,button.started,response.stopped,trials.textbox1.text,trials.textbox2.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,fixation.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
4,8,4,12,115,3,14,3,6,3,6,1,[4.19755779998377],[4.197567999945022],14,3,115,3,824.1910521,,824.1751438,824.1910521,824.6747298,824.6748441,824.6905121,826.1070639,3,6,826.1079986,826.122662,826.9365655,826.9365655,826.9698823,827.0530632,831.2514804,3,6,1,[4.19755779998377],[4.197567999945022],824.6905121,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
5,2,5,7,116,4,14,5,6,5,7,1,[3.881411899928935],[3.8814289999427274],14,4,116,4,831.2672985,,831.2518541,831.2672985,831.751606,831.7517186,831.7666867,833.1830417,5,6,833.183971,833.1985699,834.0127487,834.0127487,834.0127487,834.1292724,838.0117915,5,7,1,[3.881411899928935],[3.8814289999427274],831.7666867,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
6,3,5,8,117,5,14,7,3,7,8,1,[4.513373199966736],[4.513383899931796],14,5,117,5,838.0271798,,838.0123061,838.0271798,838.5110212,838.5111389,838.5271309,839.9424989,7,3,839.9434379,839.9586175,840.7727354,840.7727354,840.7727354,840.8898162,845.4040523,7,8,1,[4.513373199966736],[4.513383899931796],838.5271309,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
7,5,5,10,118,6,14,7,4,7,1,1,[4.01348850002978],[4.013509200070985],14,6,118,6,845.4194838,,845.4044195,845.4194838,845.9041916,845.904306,845.9192913,847.3354689,7,4,847.3364009,847.3511336,848.1659085,848.1659085,848.1985534,848.282206,852.2968077,7,1,1,[4.01348850002978],[4.013509200070985],845.9192913,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
8,8,5,13,119,7,14,6,5,6,5,1,[3.5307597999926656],[3.5307758999988437],14,7,119,7,852.3129743,,852.2973288,852.3129743,852.796751,852.7968681,852.8119985,854.2290488,6,5,854.2299961,854.2448224,855.0756851,855.0756851,855.0756851,855.1919051,858.7237853,6,5,1,[3.5307597999926656],[3.5307758999988437],852.8119985,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
1,2,4,6,120,0,15,9,3,9,3,1,[4.496935300063342],[4.496946400031447],15,0,120,0,858.7399283,,858.7242841,858.7399283,859.2242967,859.2244121,859.2396893,860.6562731,9,3,860.6572268,860.6712691,861.4854212,861.4854212,861.4854212,861.5858313,866.0836326,9,3,1,[4.496935300063342],[4.496946400031447],859.2396893,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
2,3,4,7,121,1,15,8,1,8,1,1,[5.213772699935362],[5.213782799895853],15,1,121,1,866.0993956,,866.0839979,866.0993956,866.5835852,866.5837019,866.5986442,868.0154709,8,1,868.0164143,868.0341967,868.8449306,868.8449306,868.878058,868.9449983,874.1596886,8,1,1,[5.213772699935362],[5.213782799895853],866.5986442,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
3,5,4,9,122,2,15,5,3,5,3,1,[4.06267790007405],[4.062693500076421],15,2,122,2,874.174403,,874.1600562,874.174403,874.6586744,874.6587984,874.6740812,876.0907606,5,3,876.0917184,876.1065304,876.9201085,876.9201085,876.9201085,877.0373636,881.101169,5,3,1,[4.06267790007405],[4.062693500076421],874.6740812,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
4,8,4,12,123,3,15,2,1,2,1,1,[3.86415170005057],[3.8641681000590324],15,3,123,3,881.1174034,,881.1016645,881.1174034,881.6018005,881.6019171,881.6171311,883.033884,2,1,883.0348223,883.0497625,883.8633678,883.8633678,883.8970346,883.9803671,887.8456627,2,1,1,[3.86415170005057],[3.8641681000590324],881.6171311,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
5,2,5,7,124,4,15,6,9,6,9,1,[4.430273000034504],[4.430290800053626],15,4,124,4,887.8610381,,887.8461596,887.8610381,888.3448782,888.3449915,888.3604041,889.7771959,6,9,889.7781521,889.7924622,890.6065153,890.6065153,890.6065153,890.7069531,895.1383752,6,9,1,[4.430273000034504],[4.430290800053626],888.3604041,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
6,3,5,8,125,5,15,3,7,3,7,1,[4.5964844999834895],[4.596499999985099],15,5,125,5,895.1537975,,895.1388697,895.1537975,895.6376726,895.6377882,895.6541003,897.0698844,3,7,897.0708208,897.0851737,897.8997059,897.8997059,897.8997059,897.9992243,902.5968501,3,7,1,[4.5964844999834895],[4.596499999985099],895.6541003,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
7,5,5,10,126,6,15,8,6,7,6,1,[3.896846399991773],[3.896861999994144],15,6,126,6,902.6129255,,902.5973443,902.6129255,903.096965,903.0970802,903.1124997,904.5284388,8,6,904.5293777,904.544383,905.3590429,905.3590429,905.3918694,905.4755456,909.3735413,7,6,1,[3.896846399991773],[3.896861999994144],903.1124997,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
8,8,5,13,127,7,15,3,9,9,3,1,[3.583031300106086],[3.5830498000141233],15,7,127,7,909.3897544,,909.3740375,909.3897544,909.8736537,909.873769,909.8892154,911.3054576,3,9,911.3063969,911.3209933,912.1358407,912.1358407,912.1682202,912.2517532,915.8359593,9,3,1,[3.583031300106086],[3.5830498000141233],909.8892154,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
1,2,4,6,128,0,16,1,3,1,3,1,[4.079572899965569],[4.07958330004476],16,0,128,0,915.8496938,,915.8364595,915.8496938,916.3335275,916.3336429,916.3495065,917.7653795,1,3,917.7663161,917.7809928,918.5954923,918.5954923,918.5954923,918.7127148,922.7931771,1,3,1,[4.079572899965569],[4.07958330004476],916.3495065,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
2,3,4,7,129,1,16,9,6,1,7,1,[4.179375399951823],[4.179390899953432],16,1,129,1,922.8096575,,922.7935382,922.8096575,923.2936252,923.2937376,923.3090872,924.7250234,9,6,924.7259659,924.7407108,925.5552157,925.5552157,925.5552157,925.6556455,929.8361822,1,7,1,[4.179375399951823],[4.179390899953432],923.3090872,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
3,5,4,9,130,2,16,6,8,6,8,1,[5.012368299998343],[5.012386199901812],16,2,130,2,929.8528377,,929.836673,929.8528377,930.3365653,930.3366824,930.352142,931.7686475,6,8,931.7695809,931.7837647,932.5992251,932.5992251,932.6320802,932.6986836,937.7119928,6,8,1,[5.012368299998343],[5.012386199901812],930.352142,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
4,8,4,12,131,3,16,2,1,2,1,1,[6.627974500064738],[6.627992400084622],16,3,131,3,937.7284829,,937.712359,937.7284829,938.2122799,938.212394,938.2272978,939.6441113,2,1,939.6450765,939.6598165,940.473612,940.473612,940.473612,940.5902195,947.2193787,2,1,1,[6.627974500064738],[6.627992400084622],938.2272978,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
5,2,5,7,132,4,16,5,5,5,7,1,[4.879326299997047],[4.879342400003225],16,4,132,4,947.2350318,,947.2198728,947.2350318,947.7200214,947.7201376,947.734478,949.1511097,5,5,949.1520509,949.167329,949.9819206,949.9819206,950.0146394,950.08118,954.961685,5,7,1,[4.879326299997047],[4.879342400003225],947.734478,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
6,3,5,8,133,5,16,4,3,4,6,1,[8.50839019997511],[8.508406899985857],16,5,133,5,954.9778571,,954.9621774,954.9778571,955.4615938,955.461711,955.4772234,956.8935813,4,3,956.8945779,956.9098288,957.7234182,957.7234182,957.7569497,957.8404252,966.3500632,4,6,1,[8.50839019997511],[8.508406899985857],955.4772234,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
7,5,5,10,134,6,16,3,3,3,5,1,[4.330756300012581],[4.330772400018759],16,6,134,6,966.3661341,,966.3505529,966.3661341,966.8507551,966.8508719,966.8660001,968.2823334,3,3,968.2832858,968.2982677,969.1126164,969.1126164,969.145716,969.2122099,973.5441568,3,5,1,[4.330756300012581],[4.330772400018759],966.8660001,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
8,8,5,13,135,7,16,3,9,4,9,1,[4.231119400006719],[4.231136100017466],16,7,135,7,973.5594274,,973.54466,973.5594274,974.0434126,974.043527,974.0589166,975.4756657,3,9,975.4766097,975.4911853,976.3050797,976.3050797,976.3381179,976.4213891,980.6537092,4,9,1,[4.231119400006719],[4.231136100017466],974.0589166,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
1,2,4,6,136,0,17,3,8,3,8,1,[4.047915300005116],[4.04793530004099],17,0,136,0,980.6685607,,980.6541939,980.6685607,981.1525821,981.1526973,981.1687454,982.5842742,3,8,982.5852106,982.6000252,983.431018,983.431018,983.431018,983.5478374,987.5969494,3,8,1,[4.047915300005116],[4.04793530004099],981.1687454,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
2,3,4,7,137,1,17,7,1,7,1,1,[3.896690900088288],[3.8967069000937045],17,1,137,1,987.6117619,,987.5974495,987.6117619,988.0961273,988.0962431,988.1111378,989.5278914,7,1,989.5288433,989.543337,990.3583346,990.3583346,990.3583346,990.4580873,994.3559734,7,1,1,[3.896690900088288],[3.8967069000937045],988.1111378,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
3,5,4,9,138,2,17,5,9,5,9,1,[3.6971452001016587],[3.697160500101745],17,2,138,2,994.3719706,,994.3564608,994.3719706,994.8559603,994.8560752,994.8714807,996.2877445,5,9,996.2886745,996.3034058,997.1179478,997.1179478,997.1179478,997.217354,1000.915701,5,9,1,[3.6971452001016587],[3.697160500101745],994.8714807,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
4,8,4,12,139,3,17,2,3,2,3,1,[3.7322607000824064],[3.732282800017856],17,3,139,3,1000.932198,,1000.916188,1000.932198,1001.416217,1001.416338,1001.431695,1002.847879,2,3,1002.848807,1002.863974,1003.678558,1003.678558,1003.711462,1003.777839,1007.511329,2,3,1,[3.7322607000824064],[3.732282800017856],1001.431695,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
5,2,5,7,140,4,17,8,8,8,9,1,[3.84782709996216],[3.8478484000079334],17,4,140,4,1007.525652,,1007.511831,1007.525652,1008.009569,1008.009683,1008.024698,1009.441965,8,8,1009.442913,1009.457465,1010.287992,1010.287992,1010.287992,1010.388077,1014.237129,8,9,1,[3.84782709996216],[3.8478484000079334],1008.024698,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
6,3,5,8,141,5,17,7,2,7,2,1,[4.063242799951695],[4.063256699941121],17,5,141,5,1014.25237,,1014.23765,1014.25237,1014.736201,1014.736316,1014.751569,1016.167781,7,2,1016.168722,1016.183819,1016.997742,1016.997742,1016.997742,1017.114734,1021.178911,7,2,1,[4.063242799951695],[4.063256699941121],1014.751569,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
7,5,5,10,142,6,17,1,1,1,7,1,[3.8646679999073967],[3.864678499987349],17,6,142,6,1021.194761,,1021.179283,1021.194761,1021.679821,1021.679936,1021.694827,1023.111669,1,1,1023.112604,1023.126501,1023.94098,1023.94098,1023.94098,1024.057478,1027.923094,1,7,1,[3.8646679999073967],[3.864678499987349],1021.694827,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
8,8,5,13,143,7,17,9,3,9,7,1,[4.496279899962246],[4.49629569996614],17,7,143,7,1027.93874,,1027.923461,1027.93874,1028.42316,1028.423275,1028.43812,1029.854471,9,3,1029.855406,1029.870103,1030.68461,1030.68461,1030.68461,1030.801238,1035.298744,9,7,1,[4.496279899962246],[4.49629569996614],1028.43812,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
1,2,4,6,144,0,18,6,2,5,6,1,[5.661992000066675],[5.662013100110926],18,0,144,0,1035.314582,,1035.299234,1035.314582,1035.798467,1035.798591,1035.81413,1037.23022,6,2,1037.231188,1037.245798,1038.077537,1038.077537,1038.077537,1038.177542,1043.840783,5,6,1,[5.661992000066675],[5.662013100110926],1035.81413,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
2,3,4,7,145,1,18,1,9,1,9,1,[3.929832199937664],[3.929846999933943],18,1,145,1,1043.856285,,1043.841329,1043.856285,1044.34077,1044.340884,1044.355741,1045.771947,1,9,1045.772885,1045.787597,1046.602212,1046.602212,1046.602212,1046.701784,1050.632573,1,9,1,[3.929832199937664],[3.929846999933943],1044.355741,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
3,5,4,9,146,2,18,1,3,1,3,1,[3.7977091999491677],[3.7977263999637216],18,2,146,2,1050.649498,,1050.632944,1050.649498,1051.133476,1051.133594,1051.148899,1052.565903,1,3,1052.566842,1052.581011,1053.395589,1053.395589,1053.42842,1053.512124,1057.311088,1,3,1,[3.7977091999491677],[3.7977263999637216],1051.148899,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
4,8,4,12,147,3,18,4,3,4,7,1,[3.8469234999502078],[3.846939599956386],18,3,147,3,1057.325928,,1057.311573,1057.325928,1057.810182,1057.810295,1057.825919,1059.241635,4,3,1059.242566,1059.257254,1060.072415,1060.072415,1060.072415,1060.172025,1064.02019,4,7,1,[3.8469234999502078],[3.846939599956386],1057.825919,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
5,2,5,7,148,4,18,2,3,2,3,1,[4.23029310000129],[4.230308700003661],18,4,148,4,1064.035987,,1064.02068,1064.035987,1064.520663,1064.52078,1064.535664,1065.951699,2,3,1065.952634,1065.967297,1066.799022,1066.799022,1066.799022,1066.914898,1071.146442,2,3,1,[4.23029310000129],[4.230308700003661],1064.535664,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
6,3,5,8,149,5,18,5,4,5,6,1,[3.6309084000531584],[3.630924400058575],18,5,149,5,1071.162559,,1071.146934,1071.162559,1071.662096,1071.662211,1071.677776,1073.078015,5,4,1073.078949,1073.093639,1073.924733,1073.924733,1073.924733,1074.024557,1077.65671,5,6,1,[3.6309084000531584],[3.630924400058575],,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
7,5,5,10,150,6,18,6,8,6,7,1,[4.147966300020926],[4.147982400027104],18,6,150,6,1077.672529,,1077.657226,1077.672529,1078.156785,1078.156907,1078.172242,1079.588029,6,8,1079.588968,1079.604117,1080.418822,1080.418822,1080.451593,1080.51815,1084.667379,6,7,1,[4.147966300020926],[4.147982400027104],1078.172242,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
8,8,5,13,151,7,18,4,6,8,7,1,[4.031427999958396],[4.031445599975996],18,7,151,7,1084.682484,,1084.667893,1084.682484,1085.166123,1085.166238,1085.182004,1086.599313,4,6,1086.600259,1086.614144,1087.428543,1087.428543,1087.461264,1087.528213,1091.560894,8,7,1,[4.031427999958396],[4.031445599975996],1085.182004,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
1,2,4,6,152,0,19,7,4,7,4,1,[4.7294353999895975],[4.729455399909057],19,0,152,0,1091.575501,,1091.561387,1091.575501,1092.059716,1092.059829,1092.07552,1093.491435,7,4,1093.49237,1093.506976,1094.338371,1094.338371,1094.338371,1094.437978,1099.168698,7,4,1,[4.7294353999895975],[4.729455399909057],1092.07552,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
2,3,4,7,153,1,19,4,2,4,2,1,[4.54762019996997],[4.5476416000165045],19,1,153,1,1099.184352,,1099.16919,1099.184352,1099.668637,1099.668751,1099.684105,1101.100942,4,2,1101.101887,1101.116035,1101.930553,1101.930553,1101.930553,1102.029879,1106.578791,4,2,1,[4.54762019996997],[4.5476416000165045],1099.684105,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
3,5,4,9,154,2,19,1,1,1,1,1,[4.99897009995766],[4.998980399919674],19,2,154,2,1106.593366,,1106.579279,1106.593366,1107.078176,1107.078292,1107.093413,1108.509869,1,1,1108.51081,1108.525479,1109.33955,1109.33955,1109.33955,1109.455993,1114.455952,1,1,1,[4.99897009995766],[4.998980399919674],1107.093413,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
4,8,4,12,155,3,19,1,8,1,8,1,[3.6651817000238225],[3.6651924999896437],19,3,155,3,1114.469341,,1114.456306,1114.469341,1114.95416,1114.954279,1114.969675,1116.385025,1,8,1116.385956,1116.401066,1117.215043,1117.215043,1117.215043,1117.315042,1120.981228,1,8,1,[3.6651817000238225],[3.6651924999896437],1114.969675,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
5,2,5,7,156,4,19,1,6,1,6,1,[4.4975725000258535],[4.497589400038123],19,4,156,4,1120.996272,,1120.981597,1120.996272,1121.481084,1121.481199,1121.496442,1122.912352,1,6,1122.913316,1122.927945,1123.758525,1123.758525,1123.792013,1123.858738,1128.357622,1,6,1,[4.4975725000258535],[4.497589400038123],1121.496442,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
6,3,5,8,157,5,19,6,9,7,6,1,[3.563827000092715],[3.563842600095086],19,5,157,5,1128.372171,,1128.358111,1128.372171,1128.856589,1128.856704,1128.871592,1130.288665,6,9,1130.2896,1130.304351,1131.117959,1131.117959,1131.151578,1131.218197,1134.783313,7,6,1,[3.563827000092715],[3.563842600095086],1128.871592,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
7,5,5,10,158,6,19,7,5,7,9,1,[3.8138546000700444],[3.8138638000236824],19,6,158,6,1134.799378,,1134.783803,1134.799378,1135.283378,1135.283492,1135.298683,1136.71482,7,5,1136.71576,1136.730387,1137.528762,1137.528762,1137.561825,1137.661428,1141.476284,7,9,1,[3.8138546000700444],[3.8138638000236824],1135.298683,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
8,8,5,13,159,7,19,5,8,5,8,1,[3.3326556000392884],[3.3326717000454664],19,7,159,7,1141.492671,,1141.476647,1141.492671,1141.976944,1141.977061,1141.991774,1143.408556,5,8,1143.409559,1143.424027,1144.238307,1144.238307,1144.238307,1144.354859,1147.688819,5,8,1,[3.3326556000392884],[3.3326717000454664],1141.991774,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
