trial,lag,T1_pos,T2_pos,thisN,thisTrialN,thisRepN,T1_target,T2_target,textbox1.text,textbox2.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instruction.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,trial.stopped,rsvp.started,stream_text.started,rsvp.stopped,trials.T1_target,trials.T2_target,response.started,text.started,textbox1.started,textbox2.started,text.stopped,button.started,response.stopped,trials.textbox1.text,trials.textbox2.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,fixation.stopped,thank_you.started,text_2.started,key_resp.started,thank_you.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
2,3,4,7,105,1,13,1,9,1,9,1,[4.498082400066778],[4.49809880007524],13,1,105,1,756.1845691,,,,,,,,,756.1698861,756.1845691,756.6685508,756.6686687,756.6837411,758.0998917,1,9,758.1008378,758.1160887,759.3129935,759.3129935,759.3464199,759.4460847,763.9452558,1,9,1,[4.498082400066778],[4.49809880007524],756.6837411,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
3,5,4,9,106,2,13,6,1,1,7,1,[4.596963799907826],[4.5969797999132425],13,2,106,2,763.9603583,,,,,,,,,763.9457528,763.9603583,764.4437882,764.4439118,764.4596297,765.8758068,6,1,765.8767433,765.8917279,767.105244,767.105244,767.1388339,767.2217013,771.8197276,1,7,1,[4.596963799907826],[4.5969797999132425],764.4596297,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
4,8,4,12,107,3,13,5,5,5,5,1,[5.844803100102581],[5.844818700104952],13,3,107,3,771.8354684,,,,,,,,,771.8202334,771.8354684,772.3198042,772.3199219,772.3345969,773.75181,5,5,773.7527683,773.7671325,774.9808682,774.9808682,775.0152448,775.0977926,780.9436907,5,5,1,[5.844803100102581],[5.844818700104952],772.3345969,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
5,2,5,7,108,4,13,6,9,6,9,1,[2.9475427999859676],[2.947552499943413],13,4,108,4,780.9602776,,,,,,,,,780.9442197,780.9602776,781.4438957,781.4440143,781.4601333,782.8758366,6,9,782.8767988,782.8912101,784.1054295,784.1054295,784.1054295,784.2053811,787.153761,6,9,1,[2.9475427999859676],[2.947552499943413],781.4601333,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
6,3,5,8,109,5,13,9,6,9,6,1,[3.3641214000526816],[3.3641368000535294],13,5,109,5,787.1701221,,,,,,,,,787.1541233,787.1701221,787.6543385,787.6544525,787.6703155,789.0868914,9,6,789.0878338,789.1024557,790.3157512,790.3157512,790.3488169,790.4157555,793.780963,9,6,1,[3.3641214000526816],[3.3641368000535294],787.6703155,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
7,5,5,10,110,6,13,3,4,3,4,1,[3.4654639000073075],[3.4654737000819296],13,6,110,6,793.7973683,,,,,,,,,793.7814889,793.7973683,794.2812954,794.2814111,794.2968054,795.7129259,3,4,795.7138629,795.7284627,796.9424729,796.9424729,796.9424729,797.0425394,800.5089102,3,4,1,[3.4654639000073075],[3.4654737000819296],794.2968054,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
8,8,5,13,111,7,13,6,5,6,5,1,[5.36211370001547],[5.362129300017841],13,7,111,7,800.523672,,,,,,,,,800.5093038,800.523672,801.0079342,801.008047,801.023958,802.4392582,6,5,802.4402174,802.4549029,803.6692347,803.6692347,803.6692347,803.7695383,809.1327555,6,5,1,[5.36211370001547],[5.362129300017841],801.023958,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
1,2,4,6,112,0,14,4,2,4,2,1,[4.78110900009051],[4.781126200105064],14,0,112,0,809.1488392,,,,,,,,,809.133272,809.1488392,809.6331733,809.6332899,809.647732,811.0645746,4,2,811.0655441,811.0807519,812.2937305,812.2937305,812.3276489,812.3935658,817.1757821,4,2,1,[4.78110900009051],[4.781126200105064],809.647732,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
2,3,4,7,113,1,14,8,3,8,3,1,[4.39759279997088],[4.397609299980104],14,1,113,1,817.1907862,,,,,,,,,817.1763113,817.1907862,817.6747577,817.6748747,817.6898173,819.1060704,8,3,819.1070051,819.1222758,820.3357148,820.3357148,820.3690284,820.4359508,824.8346636,8,3,1,[4.39759279997088],[4.397609299980104],817.6898173,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
3,5,4,9,114,2,14,5,2,5,2,1,[4.380152400000952],[4.380168000003323],14,2,114,2,824.8495971,,,,,,,,,824.8351691,824.8495971,825.3337419,825.3338623,825.3492403,826.7656127,5,2,826.7665531,826.7813149,827.9952461,827.9952461,828.0281147,828.1113291,832.4926069,5,2,1,[4.380152400000952],[4.380168000003323],825.3492403,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
4,8,4,12,115,3,14,8,4,8,7,1,[3.2812165999785066],[3.2812317999778315],14,3,115,3,832.5087851,,,,,,,,,832.493106,832.5087851,832.9928104,832.9929259,833.00802,834.4243017,8,4,834.4252643,834.4400773,835.6541843,835.6541843,835.6541843,835.7537095,839.0360651,8,7,1,[3.2812165999785066],[3.2812317999778315],833.00802,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
5,2,5,7,116,4,14,2,7,7,2,1,[3.1474586999975145],[3.1474683999549598],14,4,116,4,839.0525652,,,,,,,,,839.0365836,839.0525652,839.5367498,839.5368705,839.5515547,840.9679834,2,7,840.9689339,840.9842028,842.1977042,842.1977042,842.2309382,842.2976263,845.4459521,7,2,1,[3.1474586999975145],[3.1474683999549598],839.5515547,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
6,3,5,8,117,5,14,8,4,8,4,1,[4.0306519999867305],[4.030667399987578],14,5,117,5,845.4629025,,,,,,,,,845.4463433,845.4629025,845.9466905,845.9468294,845.9626869,847.3783034,8,4,847.3792501,847.3940833,848.6081535,848.6081535,848.6414938,848.724103,852.7558829,8,4,1,[4.0306519999867305],[4.030667399987578],,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
7,5,5,10,118,6,14,4,6,4,7,1,[5.3638781000627205],[5.363895499962382],14,6,118,6,852.7723593,,,,,,,,,852.7563778,852.7723593,853.2560329,853.2561495,853.2716254,854.6885658,4,6,854.6895087,854.7035996,855.9179306,855.9179306,855.9179306,856.0173021,861.3823293,4,7,1,[5.3638781000627205],[5.363895499962382],853.2716254,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
8,8,5,13,119,7,14,4,1,6,1,1,[3.563656899961643],[3.563672299962491],14,7,119,7,861.3965621,,,,,,,,,861.382842,861.3965621,861.8805497,861.8806707,861.896356,863.3125743,4,1,863.3135119,863.3283557,864.5419484,864.5419484,864.5753409,864.6423382,868.2071626,6,1,1,[3.563656899961643],[3.563672299962491],861.896356,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
1,2,4,6,120,0,15,3,1,3,1,1,[4.315050399978645],[4.315060300054029],15,0,120,0,868.2235891,,,,,,,,,868.2076736,868.2235891,868.7074577,868.7075839,868.7227776,870.139181,3,1,870.1401164,870.1548951,871.3685812,871.3685812,871.3685812,871.4854365,875.8014027,3,1,1,[4.315050399978645],[4.315060300054029],868.7227776,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
2,3,4,7,121,1,15,6,8,8,1,1,[4.297701100003906],[4.297717100009322],15,1,121,1,875.8155805,,,,,,,,,875.8017664,875.8155805,876.299847,876.2999629,876.3160547,877.731434,6,8,877.7324114,877.7471769,878.9609517,878.9609517,878.9947178,879.0611592,883.3600146,8,1,1,[4.297701100003906],[4.297717100009322],876.3160547,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
3,5,4,9,122,2,15,1,7,6,7,1,[4.130730600096285],[4.130746899987571],15,2,122,2,883.3743522,,,,,,,,,883.3605247,883.3743522,883.8593509,883.8594734,883.8744084,885.2904706,1,7,885.2914285,885.3067935,886.5199512,886.5199512,886.5199512,886.6374159,890.7693181,6,7,1,[4.130730600096285],[4.130746899987571],883.8744084,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
4,8,4,12,123,3,15,9,6,9,6,1,[4.196764799999073],[4.196774799958803],15,3,123,3,890.7848457,,,,,,,,,890.7698296,890.7848457,891.268481,891.2686018,891.2839291,892.700431,9,6,892.7013737,892.7154716,893.9296485,893.9296485,893.9296485,894.0459508,898.2436334,9,6,1,[4.196764799999073],[4.196774799958803],891.2839291,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
5,2,5,7,124,4,15,3,3,3,4,1,[3.6976244999095798],[3.697634099982679],15,4,124,4,898.260429,,,,,,,,,898.2440325,898.260429,898.7440225,898.7441378,898.7599,900.1761811,3,3,900.17714,900.1917869,901.4056224,901.4056224,901.4388779,901.5055198,905.204046,3,4,1,[3.6976244999095798],[3.697634099982679],898.7599,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
6,3,5,8,125,5,15,3,9,3,9,1,[3.682110600057058],[3.6821277000708506],15,5,125,5,905.2201303,,,,,,,,,905.2044357,905.2201303,905.7041953,905.7043088,905.7201996,907.1363755,3,9,907.1373181,907.1515728,908.3653626,908.3653626,908.3653626,908.4651491,912.1484424,3,9,1,[3.682110600057058],[3.6821277000708506],905.7201996,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
7,5,5,10,126,6,15,2,3,2,3,1,[3.6136736000189558],[3.613683299976401],15,6,126,6,912.1629583,,,,,,,,,912.1489367,912.1629583,912.6471671,912.6472825,912.6629637,914.0785702,2,3,914.0795117,914.0946871,915.308119,915.308119,915.3415797,915.408001,919.0225732,2,3,1,[3.6136736000189558],[3.613683299976401],912.6629637,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
8,8,5,13,127,7,15,6,3,6,3,1,[3.7308375000720844],[3.7308472000295296],15,7,127,7,919.0391818,,,,,,,,,919.0229478,919.0391818,919.5230019,919.5231298,919.5387983,920.9553592,6,3,920.9563044,920.9713363,922.1850555,922.1850555,922.2176894,922.2844996,926.016243,6,3,1,[3.7308375000720844],[3.7308472000295296],,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
1,2,4,6,128,0,16,9,4,9,4,1,[2.831898899981752],[2.8319141999818385],16,0,128,0,926.0328871,,,,,,,,,926.0166159,926.0328871,926.5171514,926.5172651,926.5318634,927.9488135,9,4,927.9499127,927.964126,929.1788787,929.1788787,929.1788787,929.2773958,932.1104833,9,4,1,[2.831898899981752],[2.8319141999818385],926.5318634,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
2,3,4,7,129,1,16,8,2,8,2,1,[3.947935599950142],[3.947952099959366],16,1,129,1,932.1271146,,,,,,,,,932.1109772,932.1271146,932.610797,932.6109169,932.6261642,934.0426607,8,2,934.0443765,934.0573735,935.2716672,935.2716672,935.2716672,935.3886076,939.3377684,8,2,1,[3.947935599950142],[3.947952099959366],932.6261642,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
3,5,4,9,130,2,16,5,5,5,6,1,[3.996820400003344],[3.9968360000057146],16,2,130,2,939.3528818,,,,,,,,,939.3382697,939.3528818,939.8365873,939.8367112,939.8520719,941.2686588,5,5,941.2696214,941.2840104,942.497987,942.497987,942.497987,942.5979989,946.5960351,5,6,1,[3.996820400003344],[3.9968360000057146],939.8520719,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
4,8,4,12,131,3,16,8,8,8,8,1,[3.114318500040099],[3.1143345000455156],16,3,131,3,946.6125313,,,,,,,,,946.5965313,946.6125313,947.0963777,947.0965039,947.1124139,948.5281262,8,8,948.5290654,948.5439429,949.7739833,949.7739833,949.807175,949.8907895,953.0063112,8,8,1,[3.114318500040099],[3.1143345000455156],947.1124139,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
5,2,5,7,132,4,16,4,8,4,5,1,[4.081684599979781],[4.081694699940272],16,4,132,4,953.0222402,,,,,,,,,953.0068139,953.0222402,953.5067925,953.5069084,953.5224992,954.9387149,4,8,954.9396682,954.9540664,956.1681257,956.1681257,956.1681257,956.2845938,960.3672282,4,5,1,[4.081684599979781],[4.081694699940272],953.5224992,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
6,3,5,8,133,5,16,6,1,6,1,1,[3.4317979000043124],[3.4318136000074446],16,5,133,5,960.3819905,,,,,,,,,960.3676003,960.3819905,960.8661121,960.8662247,960.8815265,962.2977813,6,1,962.2987326,962.3135244,963.5276461,963.5276461,963.5606172,963.6438927,967.0769539,6,1,1,[3.4317979000043124],[3.4318136000074446],960.8815265,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
7,5,5,10,134,6,16,1,2,1,2,1,[4.563313000020571],[4.56332850002218],16,6,134,6,967.0919927,,,,,,,,,967.07748,967.0919927,967.5761118,967.5762274,967.5915873,969.0078197,1,2,969.0087525,969.0235481,970.2373118,970.2373118,970.2373118,970.3372757,974.9018019,1,2,1,[4.563313000020571],[4.56332850002218],967.5915873,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
8,8,5,13,135,7,16,5,3,5,3,1,[3.3639908999903128],[3.3640066999942064],16,7,135,7,974.9172117,,,,,,,,,974.9023049,974.9172117,975.4010514,975.4011665,975.4166143,976.8333606,5,3,976.8343301,976.8491333,978.0629698,978.0629698,978.0962053,978.1628217,981.5280872,5,3,1,[3.3639908999903128],[3.3640066999942064],975.4166143,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
1,2,4,6,136,0,17,1,4,1,4,1,[4.496861699968576],[4.4968775999732316],17,0,136,0,981.5444421,,,,,,,,,981.528582,981.5444421,982.0284085,982.0285276,982.0438581,983.4605431,1,4,983.4614947,983.4762134,984.6892598,984.6892598,984.7227503,984.7891031,989.2871867,1,4,1,[4.496861699968576],[4.4968775999732316],982.0438581,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
2,3,4,7,137,1,17,4,1,4,1,1,[5.461991699994542],[5.462007499998435],17,1,137,1,989.3033304,,,,,,,,,989.2876805,989.3033304,989.7877994,989.7879415,989.8030061,991.2192053,4,1,991.2201407,991.2348435,992.4482589,992.4482589,992.4482589,992.5647176,998.0280224,4,1,1,[5.461991699994542],[5.462007499998435],,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
3,5,4,9,138,2,17,4,6,4,6,1,[6.814171000034548],[6.814181399997324],17,2,138,2,998.0444166,,,,,,,,,998.0285201,998.0444166,998.5287025,998.5288187,998.5438348,999.9608171,4,6,999.9617527,999.9765746,1001.189622,1001.189622,1001.22409,1001.289345,1008.104476,4,6,1,[6.814171000034548],[6.814181399997324],998.5438348,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
4,8,4,12,139,3,17,3,6,3,6,1,[5.495382699999027],[5.495398099999875],17,3,139,3,1008.117724,,,,,,,,,1008.104851,1008.117724,1008.602077,1008.602204,1008.617381,1010.034431,3,6,1010.0354,1010.049258,1011.28021,1011.28021,1011.28021,1011.379755,1016.876391,3,6,1,[5.495382699999027],[5.495398099999875],1008.617381,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
5,2,5,7,140,4,17,5,9,5,9,1,[7.161088400054723],[7.161104100057855],17,4,140,4,1016.892555,,,,,,,,,1016.876895,1016.892555,1017.376653,1017.376776,1017.392072,1018.808421,5,9,1018.809392,1018.824081,1020.037628,1020.037628,1020.071229,1020.137895,1027.300237,5,9,1,[7.161088400054723],[7.161104100057855],1017.392072,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
6,3,5,8,141,5,17,1,8,6,9,1,[4.729623400024138],[4.729630899964832],17,5,141,5,1027.315363,,,,,,,,,1027.300727,1027.315363,1027.799677,1027.799809,1027.815592,1029.229058,1,8,1029.229584,1029.24518,1030.443969,1030.443969,1030.460993,1030.544093,1035.274339,6,9,1,[4.729623400024138],[4.729630899964832],1027.815592,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
7,5,5,10,142,6,17,9,9,9,9,1,[3.9805781000759453],[3.9805867000250146],17,6,142,6,1035.290199,,,,,,,,,1035.274597,1035.290199,1035.773476,1035.773545,1035.789279,1037.204458,9,9,1037.205028,1037.220913,1038.419145,1038.419145,1038.436336,1038.519342,1042.500598,9,9,1,[3.9805781000759453],[3.9805867000250146],1035.789279,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
8,8,5,13,143,7,17,8,4,7,5,1,[4.645864799967967],[4.64587190002203],17,7,143,7,1042.51577,,,,,,,,,1042.500867,1042.51577,1043.015415,1043.015492,1043.03217,1044.431838,8,4,1044.432371,1044.447094,1045.661119,1045.661119,1045.661119,1045.745596,1050.392098,7,5,1,[4.645864799967967],[4.64587190002203],,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
1,2,4,6,144,0,18,1,8,1,8,1,[6.379009300027974],[6.379017399973236],18,0,144,0,1050.40788,,,,,,,,,1050.392345,1050.40788,1050.892383,1050.89245,1050.907643,1052.323322,1,8,1052.323858,1052.340016,1053.537584,1053.537584,1053.554329,1053.637241,1060.016914,1,8,1,[6.379009300027974],[6.379017399973236],1050.907643,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
2,3,4,7,145,1,18,9,7,9,7,1,[4.5306173999561],[4.530625300016254],18,1,145,1,1060.031907,,,,,,,,,1060.017186,1060.031907,1060.51497,1060.515037,1060.530427,1061.946953,9,7,1061.947488,1061.963029,1063.161571,1063.161571,1063.161571,1063.261085,1067.792374,9,7,1,[4.5306173999561],[4.530625300016254],1060.530427,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
3,5,4,9,146,2,18,5,3,5,3,1,[4.047554000047967],[4.047564700013027],18,2,146,2,1067.807142,,,,,,,,,1067.792643,1067.807142,1068.290824,1068.290892,1068.306813,1069.722964,5,3,1069.723529,1069.738954,1070.936943,1070.936943,1070.954394,1071.037152,1075.085517,5,3,1,[4.047554000047967],[4.047564700013027],1068.306813,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
4,8,4,12,147,3,18,3,3,3,3,1,[3.914860500022769],[3.914868999971077],18,3,147,3,1075.100688,,,,,,,,,1075.085834,1075.100688,1075.59917,1075.599244,1075.616035,1077.015993,3,3,1077.016528,1077.031648,1078.245379,1078.245379,1078.263262,1078.362033,1082.277522,3,3,1,[3.914860500022769],[3.914868999971077],,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
5,2,5,7,148,4,18,6,1,6,1,1,[4.3977585000684485],[4.397767100017518],18,4,148,4,1082.293476,,,,,,,,,1082.277764,1082.293476,1082.776434,1082.776501,1082.791705,1084.208652,6,1,1084.209215,1084.22373,1085.42264,1085.42264,1085.439394,1085.522473,1089.920936,6,1,1,[4.3977585000684485],[4.397767100017518],1082.791705,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
6,3,5,8,149,5,18,5,2,5,8,1,[4.1318086999235675],[4.131816399982199],18,5,149,5,1089.935271,,,,,,,,,1089.92122,1089.935271,1090.419346,1090.419413,1090.435235,1091.851016,5,2,1091.851611,1091.867494,1093.081035,1093.081035,1093.098238,1093.180777,1097.313267,5,8,1,[4.1318086999235675],[4.131816399982199],1090.435235,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
7,5,5,10,150,6,18,1,8,1,8,1,[4.097170099965297],[4.097177500021644],18,6,150,6,1097.328596,,,,,,,,,1097.313533,1097.328596,1097.828033,1097.828108,1097.844406,1099.244036,1,8,1099.244575,1099.259667,1100.474129,1100.474129,1100.491582,1100.557448,1104.655259,1,8,1,[4.097170099965297],[4.097177500021644],,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
8,8,5,13,151,7,18,3,5,3,5,1,[4.764099900028668],[4.764110599993728],18,7,151,7,1104.671107,,,,,,,,,1104.65552,1104.671107,1105.154725,1105.154794,1105.170609,1106.586899,3,5,1106.587424,1106.602724,1107.816198,1107.816198,1107.83362,1107.90014,1112.665039,3,5,1,[4.764099900028668],[4.764110599993728],1105.170609,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
1,2,4,6,152,0,19,4,3,4,3,1,[4.130651599960402],[4.1306589000159875],19,0,152,0,1112.680181,,,,,,,,,1112.665367,1112.680181,1113.163547,1113.163613,1113.179289,1114.595685,4,3,1114.596277,1114.610903,1115.80934,1115.80934,1115.826638,1115.909177,1120.040479,4,3,1,[4.130651599960402],[4.1306589000159875],1113.179289,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
2,3,4,7,153,1,19,9,4,9,4,1,[4.697711399989203],[4.6977205000584945],19,1,153,1,1120.055614,,,,,,,,,1120.040738,1120.055614,1120.539069,1120.539138,1120.554956,1121.971339,9,4,1121.971885,1121.987217,1123.200791,1123.200791,1123.200791,1123.301398,1127.999832,9,4,1,[4.697711399989203],[4.6977205000584945],1120.554956,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
3,5,4,9,154,2,19,2,5,2,4,1,[3.8305692999856547],[3.830576799926348],19,2,154,2,1128.014867,,,,,,,,,1128.000112,1128.014867,1128.498061,1128.498131,1128.513964,1129.930217,2,5,1129.930761,1129.946228,1131.143895,1131.143895,1131.16077,1131.243743,1135.074938,2,4,1,[3.8305692999856547],[3.830576799926348],1128.513964,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
4,8,4,12,155,3,19,9,3,9,3,1,[3.515037600067444],[3.515045000007376],19,3,155,3,1135.09066,,,,,,,,,1135.075198,1135.09066,1135.574436,1135.574502,1135.590361,1137.005615,9,3,1137.00616,1137.022362,1138.236653,1138.236653,1138.253689,1138.336049,1141.851744,9,3,1,[3.515037600067444],[3.515045000007376],1135.590361,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
5,2,5,7,156,4,19,7,5,7,5,1,[6.463175900047645],[6.4631847001146525],19,4,156,4,1141.867601,,,,,,,,,1141.852001,1141.867601,1142.351231,1142.351299,1142.367054,1143.782271,7,5,1143.782815,1143.798325,1145.013633,1145.013633,1145.030198,1145.096484,1151.56039,7,5,1,[6.463175900047645],[6.4631847001146525],1142.367054,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
6,3,5,8,157,5,19,1,5,1,5,1,[4.34617219993379],[4.346180599997751],19,5,157,5,1151.574606,,,,,,,,,1151.560673,1151.574606,1152.05813,1152.058197,1152.074202,1153.488833,1,5,1153.489378,1153.505475,1154.719649,1154.719649,1154.719649,1154.803593,1159.15049,1,5,1,[4.34617219993379],[4.346180599997751],1152.074202,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
7,5,5,10,158,6,19,4,7,4,3,1,[4.012551799998619],[4.012558600050397],19,6,158,6,1159.16708,,,,,,,,,1159.150771,1159.16708,1159.65044,1159.650534,1159.665952,1161.08262,4,7,1161.083175,1161.098355,1162.29625,1162.29625,1162.313674,1162.396649,1166.409846,4,3,1,[4.012551799998619],[4.012558600050397],1159.665952,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
8,8,5,13,159,7,19,6,4,6,4,1,[3.813490799977444],[3.813498300034553],19,7,159,7,1166.425736,,,,,,,,,1166.410088,1166.425736,1166.909694,1166.909761,1166.925431,1168.342072,6,4,1168.342601,1168.358062,1169.572565,1169.572565,1169.589404,1169.655844,1173.469971,6,4,1,[3.813490799977444],[3.813498300034553],1166.925431,,,,,,,,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.470155,1173.485142,1173.485142,1182.01165,space,8.5095614,None,213525,1,2025-11-19_07h59.02.596,untitled,,2025.1.1,60.32924081,2025-11-19 07h59.06.288187 +0530
