staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,staircase.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
83,0.5,4.0,80.50538929999948,,80.48947259999932,80.50538929999948,81.00482539999939,81.00482539999939,81.02129549999972,81.30440219999946,81.43848029999936,right,4.0,1,1,0.41727389999959996,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
84,0.5,3.5,81.45428319999974,,81.43879149999975,81.45428319999974,81.95367339999939,81.95367339999939,81.95367339999939,82.25340319999941,82.35407909999958,left,-3.5,1,1,0.3912051999996038,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
85,0.5,3.5,82.36978199999976,,82.35439119999955,82.36978199999976,82.86944640000002,82.86944640000002,82.86944640000002,83.16913659999955,83.51937949999956,right,3.5,0,0,0.6366071000002194,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
86,0.5,4.0,83.53516859999945,,83.51971519999915,83.53516859999945,84.03493489999983,84.03493489999983,84.03493489999983,84.33422129999963,84.40196289999949,right,4.0,1,1,0.36544039999989764,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
87,0.5,4.0,84.41776329999993,,84.40225529999952,84.41776329999993,84.91701579999972,84.91701579999972,84.91701579999972,85.21669909999946,85.33388749999995,left,-4.0,1,1,0.414167400000224,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
88,0.5,4.0,85.34976629999983,,85.33419399999912,85.34976629999983,85.84976589999951,85.84976589999951,85.84976589999951,86.14948649999951,86.23313979999966,right,4.0,1,1,0.3817703000004258,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
89,0.5,3.5,86.24925819999953,,86.23346089999995,86.24925819999953,86.73204459999943,86.73204459999943,86.74886669999978,87.03184829999918,87.11542829999962,left,-3.5,1,1,0.37835790000008274,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
90,0.5,3.5,87.13160609999977,,87.1157433999997,87.13160609999977,87.63149889999931,87.63149889999931,87.63149889999931,87.93110959999922,87.98140869999952,right,3.5,1,1,0.3448807000004308,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
91,0.5,3.5,87.99739779999982,,87.98172269999941,87.99739779999982,88.4806153999998,88.4806153999998,88.49721939999927,88.77994709999984,88.94747319999988,left,-3.5,1,1,0.45921090000047116,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
92,0.5,3.0,88.96292829999948,,88.94779409999956,88.96292829999948,89.46295409999948,89.46295409999948,89.46295409999948,89.76255259999925,89.97935909999978,right,3.0,1,1,0.5083512999999584,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
93,0.5,3.0,89.99550219999946,,89.97967919999974,89.99550219999946,90.4783582,90.4783582,90.49493910000001,90.77836379999917,91.06182509999962,left,-3.0,0,0,0.5791822000001048,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
94,0.5,3.5,91.07788029999938,,91.0621443,91.07788029999938,91.57745149999937,91.57745149999937,91.57745149999937,91.8771713999995,92.17804519999936,left,-3.5,1,1,0.5991218999997727,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
95,0.5,3.5,92.19318179999937,,92.1783545999997,92.19318179999937,92.69299319999936,92.69299319999936,92.69299319999936,92.99255509999966,93.04335779999928,left,-3.5,0,0,0.33613249999962136,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
96,0.5,4.0,93.0591373999996,,93.04368819999945,93.0591373999996,93.5585014999997,93.5585014999997,93.5585014999997,93.85820039999999,94.27574319999985,left,-4.0,1,1,0.70316400000047,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
97,0.5,4.0,94.29089659999954,,94.27607989999979,94.29089659999954,94.79057739999917,94.79057739999917,94.79057739999917,95.0902086999995,95.2245069999999,right,4.0,1,1,0.41993970000021363,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
98,0.5,4.0,95.24002609999934,,95.22481759999937,95.24002609999934,95.73966219999966,95.73966219999966,95.73966219999966,96.03960059999918,96.3400142999999,right,4.0,1,1,0.5866747000000032,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
99,0.5,3.5,96.3558196999993,,96.34033259999978,96.3558196999993,96.85491909999928,96.85491909999928,96.85491909999928,97.15536679999968,97.42215249999936,right,3.5,1,1,0.5552811999996266,t fin,001,2025-09-01_22h59.09.938,adapt staircase,,2025.1.1,60.016228388038726,2025-09-01 22h59.19.081848 +0530,
